Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo,PlayerInfo
Dirk Nowitzki,1998-99,20,DAL,NBA,PF,47.0,24,20.4,2.9,7.1,0.405,0.3,1.4,0.206,2.6,5.7,0.455,0.426,2.1,2.7,0.773,0.9,2.6,3.4,1.0,0.6,0.6,1.6,2.2,8.2,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,1999-00,21,DAL,NBA,PF,82.0,81,35.8,6.3,13.6,0.461,1.4,3.7,0.379,4.9,9.9,0.491,0.513,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2000-01,22,DAL,NBA,PF,82.0,82,38.1,7.2,15.2,0.474,1.8,4.8,0.387,5.4,10.5,0.513,0.534,5.5,6.6,0.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2001-02,23,DAL,NBA,C,76.0,76,38.0,7.9,16.6,0.477,1.8,4.6,0.397,6.1,11.9,0.508,0.532,5.8,6.8,0.853,1.6,8.4,9.9,2.4,1.1,1.0,1.9,2.9,23.4,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2002-03,24,DAL,NBA,PF,80.0,80,39.0,8.6,18.6,0.463,1.9,4.9,0.379,6.8,13.7,0.493,0.513,6.0,6.9,0.881,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6,25.1,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2003-04,25,DAL,NBA,C,77.0,77,37.9,7.9,17.0,0.462,1.3,3.8,0.341,6.6,13.2,0.496,0.5,4.8,5.5,0.877,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2004-05,26,DAL,NBA,PF,78.0,78,38.7,8.5,18.5,0.459,1.2,2.9,0.399,7.3,15.6,0.47,0.49,7.9,9.1,0.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2005-06,27,DAL,NBA,PF,81.0,81,38.1,9.3,19.3,0.48,1.4,3.3,0.406,7.9,16.0,0.496,0.515,6.7,7.4,0.901,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2006-07,28,DAL,NBA,PF,78.0,78,36.2,8.6,17.2,0.502,0.9,2.2,0.416,7.7,15.0,0.515,0.529,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2007-08,29,DAL,NBA,PF,77.0,77,36.0,8.2,17.1,0.479,1.0,2.9,0.359,7.2,14.2,0.504,0.51,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2008-09,30,DAL,NBA,PF,81.0,81,37.7,9.6,20.0,0.479,0.8,2.1,0.359,8.8,17.9,0.493,0.498,6.0,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2009-10,31,DAL,NBA,PF,81.0,80,37.5,8.9,18.5,0.481,0.6,1.5,0.421,8.3,17.0,0.487,0.498,6.6,7.2,0.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
Dirk Nowitzki,2010-11,32,DAL,NBA,PF,73.0,73,34.3,8.4,16.2,0.517,0.9,2.3,0.393,7.5,13.8,0.538,0.545,5.4,6.1,0.892,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"Dirk Werner Nowitzki (German pronunciation: , audioⓘ; born June 19, 1978) is a German former professional basketball player who is a special advisor for the Dallas Mavericks of the National Basketball Association (NBA). Listed at 7 ft 0 in (2.13 m), he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time. In 2021, he was selected to the NBA 75th Anniversary Team. In 2023, Nowitzki was inducted into the Naismith Memorial Basketball Hall of Fame."
